Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
2.8104	-64.6301+0.7504i	-121.6214+0.7504i	-77.1976+0.7504i	-90.8216+0.7504i	-65.3001+0.7504i	-100.2957+0.7504i	-55.6355+0.7504i	-90.6069+0.7504i
2.8125	-64.6602+0.7504i	-120.4184+0.7504i	-77.1918+0.7504i	-90.8154+0.7504i	-65.3611+0.7504i	-99.4045+0.7504i	-55.6059+0.7504i	-90.5987+0.7504i
2.8146	-64.6936+0.7504i	-115.2146+0.7504i	-77.1946+0.7504i	-90.8148+0.7504i	-65.3617+0.7504i	-99.4582+0.7504i	-55.5897+0.7504i	-90.5923+0.7504i
2.8167	-64.7185+0.7504i	-109.4999+0.7504i	-77.1843+0.7504i	-90.8083+0.7504i	-65.3702+0.7504i	-98.7743+0.7504i	-55.5507+0.7504i	-90.5826+0.7504i
2.8188	-64.7334+0.7504i	-107.9838+0.7504i	-77.1876+0.7504i	-90.8124+0.7504i	-65.3915+0.7504i	-98.6321+0.7504i	-55.5606+0.7504i	-90.5904+0.7504i
2.8208	-64.7884+0.7504i	-105.8815+0.7504i	-77.1831+0.7504i	-90.8053+0.7504i	-65.3948+0.7504i	-98.4926+0.7504i	-55.5141+0.7504i	-90.5689+0.7504i
2.8229	-64.7791+0.7504i	-105.5203+0.7504i	-77.1915+0.7504i	-90.8140+0.7504i	-65.4141+0.7504i	-98.3165+0.7504i	-55.5268+0.7504i	-90.5744+0.7504i
2.8250	-64.8204+0.7504i	-104.3238+0.7504i	-77.1873+0.7504i	-90.8073+0.7504i	-65.4058+0.7504i	-98.3121+0.7504i	-55.5030+0.7504i	-90.5651+0.7504i
2.8271	-64.8013+0.7504i	-104.5420+0.7504i	-77.1589+0.7504i	-90.8147+0.7504i	-65.4114+0.7504i	-98.2397+0.7504i	-55.5106+0.7504i	-90.5727+0.7504i
2.8292	-64.8327+0.7504i	-103.6316+0.7504i	-77.1746+0.7504i	-90.8082+0.7504i	-65.4649+0.7504i	-97.5271+0.7504i	-55.4716+0.7504i	-90.5628+0.7504i
2.8312	-64.8378+0.7504i	-102.0022+0.7504i	-77.1689+0.7504i	-90.8207+0.7504i	-65.4354+0.7504i	-97.8823+0.7504i	-55.4962+0.7504i	-90.5677+0.7504i
2.8333	-64.8349+0.7504i	-101.1622+0.7504i	-77.1357+0.7504i	-90.8150+0.7504i	-65.4390+0.7504i	-98.0780+0.7504i	-55.4848+0.7504i	-90.5655+0.7504i
2.8354	-64.8361+0.7504i	-100.3171+0.7504i	-77.1288+0.7504i	-90.8127+0.7504i	-65.4281+0.7504i	-98.4310+0.7504i	-55.5000+0.7504i	-90.5685+0.7504i
2.8375	-64.8459+0.7504i	-101.7937+0.7504i	-77.1384+0.7504i	-90.8049+0.7504i	-65.4488+0.7504i	-98.1725+0.7504i	-55.4443+0.7504i	-90.5617+0.7504i
2.8396	-64.8415+0.7504i	-101.8707+0.7504i	-77.1327+0.7504i	-90.8105+0.7504i	-65.4545+0.7504i	-98.0686+0.7504i	-55.4731+0.7504i	-90.5664+0.7504i
2.8417	-64.8827+0.7504i	-100.5433+0.7504i	-77.1307+0.7504i	-90.8087+0.7504i	-65.4162+0.7504i	-98.3033+0.7504i	-55.4850+0.7504i	-90.5576+0.7504i
2.8438	-64.8729+0.7504i	-100.4682+0.7504i	-77.1334+0.7504i	-90.8191+0.7504i	-65.4103+0.7504i	-98.4981+0.7504i	-55.5078+0.7504i	-90.5626+0.7504i
2.8458	-64.8779+0.7504i	-100.3442+0.7504i	-77.1438+0.7504i	-90.8125+0.7504i	-65.4280+0.7504i	-98.3046+0.7504i	-55.4973+0.7504i	-90.5569+0.7504i
2.8479	-64.8790+0.7504i	-100.1025+0.7504i	-77.1431+0.7504i	-90.8227+0.7504i	-65.4139+0.7504i	-98.5410+0.7504i	-55.5178+0.7504i	-90.5624+0.7504i
2.8500	-64.9089+0.7504i	-99.4383+0.7504i	-77.1612+0.7504i	-90.8232+0.7504i	-65.3974+0.7504i	-99.0118+0.7504i	-55.5193+0.7504i	-90.5549+0.7504i
2.8521	-64.8867+0.7504i	-99.5901+0.7504i	-77.1659+0.7504i	-90.8351+0.7504i	-65.3761+0.7504i	-99.3216+0.7504i	-55.5559+0.7504i	-90.5584+0.7504i
2.8542	-64.9108+0.7504i	-99.0125+0.7504i	-77.1696+0.7504i	-90.8247+0.7504i	-65.4107+0.7504i	-98.9178+0.7504i	-55.5157+0.7504i	-90.5437+0.7504i
2.8563	-64.8897+0.7504i	-99.3438+0.7504i	-77.1803+0.7504i	-90.8359+0.7504i	-65.3667+0.7504i	-100.2157+0.7504i	-55.5530+0.7504i	-90.5524+0.7504i
2.8583	-64.9088+0.7504i	-98.8159+0.7504i	-77.1782+0.7504i	-90.8247+0.7504i	-65.3966+0.7504i	-99.6284+0.7504i	-55.5068+0.7504i	-90.5380+0.7504i
2.8604	-64.8959+0.7504i	-98.8524+0.7504i	-77.1942+0.7504i	-90.8371+0.7504i	-65.4106+0.7504i	-99.2808+0.7504i	-55.5299+0.7504i	-90.5456+0.7504i
2.8625	-64.9264+0.7504i	-98.6153+0.7504i	-77.1866+0.7504i	-90.8308+0.7504i	-65.3828+0.7504i	-99.6667+0.7504i	-55.5257+0.7504i	-90.5382+0.7504i
2.8646	-64.9172+0.7504i	-98.6410+0.7504i	-77.2004+0.7504i	-90.8395+0.7504i	-65.3303+0.7504i	-101.1833+0.7504i	-55.5618+0.7504i	-90.5425+0.7504i
2.8667	-64.9184+0.7504i	-98.2429+0.7504i	-77.2003+0.7504i	-90.8366+0.7504i	-65.3387+0.7504i	-101.3781+0.7504i	-55.5210+0.7504i	-90.5312+0.7504i
2.8687	-64.9054+0.7504i	-98.3704+0.7504i	-77.2107+0.7504i	-90.8425+0.7504i	-65.2980+0.7504i	-102.5118+0.7504i	-55.5641+0.7504i	-90.5382+0.7504i
2.8708	-64.9152+0.7504i	-98.1865+0.7504i	-77.2046+0.7504i	-90.8350+0.7504i	-65.2964+0.7504i	-102.7852+0.7504i	-55.5630+0.7504i	-90.5337+0.7504i
2.8729	-64.8873+0.7504i	-98.3728+0.7504i	-77.2158+0.7504i	-90.8480+0.7504i	-65.2683+0.7504i	-103.6868+0.7504i	-55.6484+0.7504i	-90.5346+0.7504i
2.8750	-64.8858+0.7504i	-98.0987+0.7504i	-77.2156+0.7504i	-90.8466+0.7504i	-65.2582+0.7504i	-104.7577+0.7504i	-55.6326+0.7504i	-90.5318+0.7504i
2.8771	-64.8819+0.7504i	-98.3345+0.7504i	-77.2284+0.7504i	-90.8503+0.7504i	-65.2286+0.7504i	-105.5218+0.7504i	-55.6451+0.7504i	-90.5383+0.7504i
2.8792	-64.9049+0.7504i	-97.9252+0.7504i	-77.2259+0.7504i	-90.8489+0.7504i	-65.2180+0.7504i	-105.9584+0.7504i	-55.6489+0.7504i	-90.5296+0.7504i
2.8813	-64.8881+0.7504i	-98.1615+0.7504i	-77.2388+0.7504i	-90.8455+0.7504i	-65.1894+0.7504i	-107.5508+0.7504i	-55.7219+0.7504i	-90.5252+0.7504i
2.8833	-64.8809+0.7504i	-98.2541+0.7504i	-77.2371+0.7504i	-90.8539+0.7504i	-65.1811+0.7504i	-108.1638+0.7504i	-55.7238+0.7504i	-90.5227+0.7504i
2.8854	-64.8748+0.7504i	-98.2427+0.7504i	-77.2582+0.7504i	-90.8364+0.7504i	-65.1498+0.7504i	-111.0205+0.7504i	-55.7939+0.7504i	-90.4846+0.7504i
2.8875	-64.8742+0.7504i	-98.1839+0.7504i	-77.2559+0.7504i	-90.8419+0.7504i	-65.1257+0.7504i	-112.4548+0.7504i	-55.8011+0.7504i	-90.4816+0.7504i
2.8896	-64.8432+0.7504i	-98.7008+0.7504i	-77.2585+0.7504i	-90.8170+0.7504i	-65.1089+0.7504i	-115.0682+0.7504i	-55.8157+0.7504i	-90.4417+0.7504i
2.8917	-64.8527+0.7504i	-98.5736+0.7504i	-77.2663+0.7504i	-90.7930+0.7504i	-65.0925+0.7504i	-118.1304+0.7504i	-55.7875+0.7504i	-90.4356+0.7504i
2.8937	-64.8383+0.7504i	-98.7298+0.7504i	-77.2813+0.7504i	-90.7664+0.7504i	-65.0561+0.7504i	-150.5272+0.7504i	-55.9035+0.7504i	-90.4308+0.7504i
2.8958	-64.8368+0.7504i	-98.8012+0.7504i	-77.2857+0.7504i	-90.7510+0.7504i	-65.0442+0.7504i	-125.6602+0.7504i	-55.9389+0.7504i	-90.3813+0.7504i
2.8979	-64.8283+0.7504i	-99.0993+0.7504i	-77.2883+0.7504i	-90.7048+0.7504i	-64.9915+0.7504i	-115.0127+0.7504i	-56.0130+0.7504i	-90.2933+0.7504i
2.9000	-64.8283+0.7504i	-99.1163+0.7504i	-77.2838+0.7504i	-90.6807+0.7504i	-64.9807+0.7504i	-111.7188+0.7504i	-56.0528+0.7504i	-90.2538+0.7504i
2.9021	-64.7984+0.7504i	-99.6384+0.7504i	-77.2890+0.7504i	-90.6498+0.7504i	-64.9488+0.7504i	-109.2105+0.7504i	-56.0605+0.7504i	-90.2102+0.7504i
2.9042	-64.8070+0.7504i	-99.5667+0.7504i	-77.2632+0.7504i	-90.6080+0.7504i	-64.9241+0.7504i	-107.8653+0.7504i	-56.0865+0.7504i	-90.1469+0.7504i
2.9063	-64.7767+0.7504i	-100.0611+0.7504i	-77.2272+0.7504i	-90.5313+0.7504i	-64.8869+0.7504i	-105.5270+0.7504i	-56.1553+0.7504i	-90.1364+0.7504i
2.9083	-64.7873+0.7504i	-99.8823+0.7504i	-77.1426+0.7504i	-90.4680+0.7504i	-64.8694+0.7504i	-104.2009+0.7504i	-56.2077+0.7504i	-90.0755+0.7504i
2.9104	-64.7802+0.7504i	-100.1364+0.7504i	-77.0906+0.7504i	-90.3927+0.7504i	-64.8308+0.7504i	-102.7189+0.7504i	-56.2803+0.7504i	-90.0593+0.7504i
2.9125	-64.8095+0.7504i	-99.7366+0.7504i	-77.0089+0.7504i	-90.3079+0.7504i	-64.8167+0.7504i	-101.8414+0.7504i	-56.2671+0.7504i	-90.0154+0.7504i
2.9146	-64.7546+0.7504i	-100.5137+0.7504i	-76.9540+0.7504i	-90.2414+0.7504i	-64.7910+0.7504i	-100.9681+0.7504i	-56.3229+0.7504i	-89.9981+0.7504i
2.9167	-64.7427+0.7504i	-101.1230+0.7504i	-76.8593+0.7504i	-90.1562+0.7504i	-64.7575+0.7504i	-99.6602+0.7504i	-56.3412+0.7504i	-89.9513+0.7504i
2.9188	-64.7124+0.7504i	-101.6182+0.7504i	-76.8073+0.7504i	-90.0925+0.7504i	-64.7269+0.7504i	-98.6414+0.7504i	-56.4107+0.7504i	-89.8982+0.7504i
2.9208	-64.7166+0.7504i	-102.5196+0.7504i	-76.7053+0.7504i	-90.0080+0.7504i	-64.7036+0.7504i	-98.1797+0.7504i	-56.3850+0.7504i	-89.8477+0.7504i
2.9229	-64.6838+0.7504i	-103.4195+0.7504i	-76.6393+0.7504i	-89.9366+0.7504i	-64.6889+0.7504i	-97.6102+0.7504i	-56.4528+0.7504i	-89.7922+0.7504i
2.9250	-64.6550+0.7504i	-105.4773+0.7504i	-76.5610+0.7504i	-89.8611+0.7504i	-64.6759+0.7504i	-97.3151+0.7504i	-56.4848+0.7504i	-89.7354+0.7504i
2.9271	-64.6373+0.7504i	-105.9685+0.7504i	-76.4955+0.7504i	-89.7977+0.7504i	-64.6338+0.7504i	-96.3639+0.7504i	-56.5034+0.7504i	-89.6808+0.7504i
2.9292	-64.6245+0.7504i	-108.6066+0.7504i	-76.4005+0.7504i	-89.7114+0.7504i	-64.5832+0.7504i	-95.2748+0.7504i	-56.5024+0.7504i	-89.6260+0.7504i
2.9312	-64.6110+0.7504i	-109.3126+0.7504i	-76.3292+0.7504i	-89.6513+0.7504i	-64.5553+0.7504i	-94.7459+0.7504i	-56.5455+0.7504i	-89.5687+0.7504i
2.9333	-64.5755+0.7504i	-114.6522+0.7504i	-76.2445+0.7504i	-89.5818+0.7504i	-64.5100+0.7504i	-94.0749+0.7504i	-56.7180+0.7504i	-89.5303+0.7504i
2.9354	-64.5455+0.7504i	-118.2976+0.7504i	-76.1638+0.7504i	-89.5185+0.7504i	-64.4916+0.7504i	-93.5938+0.7504i	-56.7144+0.7504i	-89.4666+0.7504i
2.9375	-64.5339+0.7504i	-140.5993+0.7504i	-76.0843+0.7504i	-89.4533+0.7504i	-64.4678+0.7504i	-92.8785+0.7504i	-56.8132+0.7504i	-89.4235+0.7504i
2.9396	-64.5242+0.7504i	-130.5457+0.7504i	-76.0038+0.7504i	-89.3827+0.7504i	-64.4257+0.7504i	-92.3776+0.7504i	-56.7660+0.7504i	-89.3782+0.7504i
2.9417	-64.5108+0.7504i	-117.0790+0.7504i	-75.9271+0.7504i	-89.3131+0.7504i	-64.3662+0.7504i	-91.8111+0.7504i	-57.0953+0.7504i	-89.3994+0.7504i
2.9438	-64.4938+0.7504i	-113.4265+0.7504i	-75.8427+0.7504i	-89.2447+0.7504i	-64.3213+0.7504i	-91.2497+0.7504i	-57.1052+0.7504i	-89.3209+0.7504i
2.9458	-64.4522+0.7504i	-106.9021+0.7504i	-75.7446+0.7504i	-89.1670+0.7504i	-64.2595+0.7504i	-90.7773+0.7504i	-57.3066+0.7504i	-89.3171+0.7504i
2.9479	-64.4386+0.7504i	-105.8627+0.7504i	-75.6357+0.7504i	-89.0886+0.7504i	-64.1900+0.7504i	-90.1136+0.7504i	-57.5381+0.7504i	-89.2321+0.7504i
2.9500	-64.3497+0.7504i	-102.6250+0.7504i	-75.5214+0.7504i	-88.9997+0.7504i	-64.1557+0.7504i	-89.5655+0.7504i	-57.3861+0.7504i	-89.0917+0.7504i
2.9521	-64.3574+0.7504i	-102.1033+0.7504i	-75.4271+0.7504i	-88.9272+0.7504i	-64.1587+0.7504i	-89.8283+0.7504i	-57.4603+0.7504i	-89.1406+0.7504i
2.9542	-64.2527+0.7504i	-99.4390+0.7504i	-75.3645+0.7504i	-88.8920+0.7504i	-64.0707+0.7504i	-88.7590+0.7504i	-57.2158+0.7504i	-89.0033+0.7504i
2.9562	-64.2297+0.7504i	-98.9972+0.7504i	-75.2465+0.7504i	-88.8158+0.7504i	-63.9554+0.7504i	-88.1735+0.7504i	-57.0711+0.7504i	-88.8777+0.7504i
2.9583	-64.1373+0.7504i	-97.1769+0.7504i	-75.1562+0.7504i	-88.7789+0.7504i	-63.9015+0.7504i	-87.5747+0.7504i	-57.1889+0.7504i	-88.8723+0.7504i
2.9604	-64.1208+0.7504i	-96.9225+0.7504i	-75.0522+0.7504i	-88.7170+0.7504i	-63.8918+0.7504i	-87.2959+0.7504i	-57.2401+0.7504i	-88.7834+0.7504i
2.9625	-64.0311+0.7504i	-95.5893+0.7504i	-74.9438+0.7504i	-88.6364+0.7504i	-63.7728+0.7504i	-86.7807+0.7504i	-57.2410+0.7504i	-88.7183+0.7504i
2.9646	-63.9708+0.7504i	-95.1663+0.7504i	-74.8542+0.7504i	-88.5864+0.7504i	-63.7188+0.7504i	-86.3901+0.7504i	-57.3600+0.7504i	-88.6437+0.7504i
2.9667	-63.8090+0.7504i	-93.5928+0.7504i	-74.8210+0.7504i	-88.5890+0.7504i	-63.6503+0.7504i	-85.7472+0.7504i	-57.6730+0.7504i	-88.6526+0.7504i
2.9688	-63.7990+0.7504i	-92.9902+0.7504i	-74.7046+0.7504i	-88.5132+0.7504i	-63.8404+0.7504i	-87.1124+0.7504i	-57.7198+0.7504i	-88.5917+0.7504i
2.9708	-63.7819+0.7504i	-92.5997+0.7504i	-74.6603+0.7504i	-88.4832+0.7504i	-63.6537+0.7504i	-86.3224+0.7504i	-58.0100+0.7504i	-88.6106+0.7504i
2.9729	-63.6465+0.7504i	-92.3042+0.7504i	-74.5901+0.7504i	-88.4627+0.7504i	-63.6345+0.7504i	-86.1257+0.7504i	-58.0147+0.7504i	-88.5280+0.7504i
2.9750	-63.5597+0.7504i	-91.7547+0.7504i	-74.5502+0.7504i	-88.4441+0.7504i	-63.6200+0.7504i	-86.0136+0.7504i	-58.2603+0.7504i	-88.5316+0.7504i
2.9771	-63.5511+0.7504i	-91.0932+0.7504i	-74.4874+0.7504i	-88.4289+0.7504i	-63.5309+0.7504i	-85.6086+0.7504i	-58.3760+0.7504i	-88.4845+0.7504i
2.9792	-63.4445+0.7504i	-90.7755+0.7504i	-74.4434+0.7504i	-88.4188+0.7504i	-63.4485+0.7504i	-85.1235+0.7504i	-58.5550+0.7504i	-88.4620+0.7504i
2.9813	-63.3880+0.7504i	-89.9437+0.7504i	-74.3701+0.7504i	-88.3960+0.7504i	-63.4377+0.7504i	-84.8908+0.7504i	-58.6726+0.7504i	-88.4520+0.7504i
2.9833	-63.3116+0.7504i	-89.4212+0.7504i	-74.2972+0.7504i	-88.3266+0.7504i	-63.3349+0.7504i	-84.4918+0.7504i	-58.8232+0.7504i	-88.4311+0.7504i
2.9854	-63.2210+0.7504i	-88.9243+0.7504i	-74.2304+0.7504i	-88.3056+0.7504i	-63.3104+0.7504i	-84.3183+0.7504i	-59.2636+0.7504i	-88.4686+0.7504i
2.9875	-63.1450+0.7504i	-88.2140+0.7504i	-74.2186+0.7504i	-88.2288+0.7504i	-63.2948+0.7504i	-84.4508+0.7504i	-59.5089+0.7504i	-88.2858+0.7504i
2.9896	-63.0807+0.7504i	-87.9795+0.7504i	-74.1681+0.7504i	-88.2067+0.7504i	-63.2524+0.7504i	-84.1544+0.7504i	-59.6531+0.7504i	-88.2838+0.7504i
2.9917	-63.0299+0.7504i	-87.4520+0.7504i	-74.1142+0.7504i	-88.1644+0.7504i	-63.2123+0.7504i	-84.1685+0.7504i	-59.7544+0.7504i	-88.2377+0.7504i
2.9937	-62.9555+0.7504i	-87.1492+0.7504i	-74.0324+0.7504i	-88.1297+0.7504i	-63.1788+0.7504i	-84.0100+0.7504i	-59.8675+0.7504i	-88.2044+0.7504i
2.9958	-62.9468+0.7504i	-87.2219+0.7504i	-73.9870+0.7504i	-88.0708+0.7504i	-63.0972+0.7504i	-83.6748+0.7504i	-59.9329+0.7504i	-88.1566+0.7504i
2.9979	-62.8803+0.7504i	-86.7598+0.7504i	-73.8992+0.7504i	-88.0141+0.7504i	-63.0673+0.7504i	-83.6101+0.7504i	-60.1105+0.7504i	-88.1447+0.7504i
3.0000	-62.8948+0.7504i	-86.9963+0.7504i	-73.8593+0.7504i	-87.9723+0.7504i	-63.0920+0.7504i	-83.6663+0.7504i	-60.2497+0.7504i	-88.1103+0.7504i
3.0021	-62.8833+0.7504i	-86.8725+0.7504i	-73.7661+0.7504i	-87.9026+0.7504i	-63.0396+0.7504i	-83.5180+0.7504i	-60.3951+0.7504i	-88.0981+0.7504i
3.0042	-62.8477+0.7504i	-86.8951+0.7504i	-73.7217+0.7504i	-87.8850+0.7504i	-63.0132+0.7504i	-83.4027+0.7504i	-60.5457+0.7504i	-88.0702+0.7504i
3.0063	-62.8401+0.7504i	-86.8141+0.7504i	-73.6660+0.7504i	-87.8280+0.7504i	-62.9565+0.7504i	-83.2608+0.7504i	-60.7225+0.7504i	-88.0493+0.7504i
3.0083	-62.8679+0.7504i	-87.2564+0.7504i	-73.6151+0.7504i	-87.7946+0.7504i	-62.9683+0.7504i	-83.3049+0.7504i	-60.8181+0.7504i	-88.0430+0.7504i
3.0104	-62.8634+0.7504i	-87.0092+0.7504i	-73.5167+0.7504i	-87.7491+0.7504i	-62.9226+0.7504i	-83.2070+0.7504i	-60.9281+0.7504i	-88.0244+0.7504i
3.0125	-62.8591+0.7504i	-87.1370+0.7504i	-73.4970+0.7504i	-87.7287+0.7504i	-62.9364+0.7504i	-83.2309+0.7504i	-61.0431+0.7504i	-88.0140+0.7504i
3.0146	-62.8737+0.7504i	-87.1431+0.7504i	-73.4414+0.7504i	-87.7017+0.7504i	-62.9431+0.7504i	-83.2191+0.7504i	-61.3291+0.7504i	-88.0541+0.7504i
3.0167	-62.8595+0.7504i	-87.1132+0.7504i	-73.4258+0.7504i	-87.6821+0.7504i	-62.9181+0.7504i	-83.2026+0.7504i	-61.4824+0.7504i	-88.0799+0.7504i
3.0187	-62.8671+0.7504i	-87.3777+0.7504i	-73.3701+0.7504i	-87.6590+0.7504i	-62.9481+0.7504i	-83.1897+0.7504i	-61.5454+0.7504i	-88.0604+0.7504i
3.0208	-62.8411+0.7504i	-87.4873+0.7504i	-73.3548+0.7504i	-87.6375+0.7504i	-62.9479+0.7504i	-83.2576+0.7504i	-61.6465+0.7504i	-88.0583+0.7504i
3.0229	-62.8383+0.7504i	-87.6922+0.7504i	-73.3220+0.7504i	-87.6229+0.7504i	-62.9667+0.7504i	-83.3184+0.7504i	-61.7026+0.7504i	-88.0484+0.7504i
3.0250	-62.8260+0.7504i	-87.7846+0.7504i	-73.3316+0.7504i	-87.6222+0.7504i	-62.9599+0.7504i	-83.3945+0.7504i	-61.7872+0.7504i	-88.0719+0.7504i
3.0271	-62.8143+0.7504i	-88.0999+0.7504i	-73.2917+0.7504i	-87.6023+0.7504i	-62.9729+0.7504i	-83.5155+0.7504i	-61.8116+0.7504i	-88.0632+0.7504i
3.0292	-62.7988+0.7504i	-88.0092+0.7504i	-73.2931+0.7504i	-87.5943+0.7504i	-62.9659+0.7504i	-83.6376+0.7504i	-61.8374+0.7504i	-88.0747+0.7504i
3.0313	-62.8452+0.7504i	-88.3819+0.7504i	-73.2609+0.7504i	-87.5880+0.7504i	-62.9804+0.7504i	-83.7768+0.7504i	-61.9165+0.7504i	-88.0820+0.7504i
3.0333	-62.8352+0.7504i	-88.4909+0.7504i	-73.2618+0.7504i	-87.5794+0.7504i	-62.9811+0.7504i	-83.8641+0.7504i	-61.9450+0.7504i	-88.0885+0.7504i
3.0354	-62.8725+0.7504i	-88.9049+0.7504i	-73.2344+0.7504i	-87.5714+0.7504i	-63.0207+0.7504i	-84.2220+0.7504i	-61.9803+0.7504i	-88.0746+0.7504i
3.0375	-62.8724+0.7504i	-89.2403+0.7504i	-73.2419+0.7504i	-87.5711+0.7504i	-63.0397+0.7504i	-84.3645+0.7504i	-61.9771+0.7504i	-88.0638+0.7504i
3.0396	-62.9290+0.7504i	-89.8919+0.7504i	-73.2206+0.7504i	-87.5614+0.7504i	-62.9974+0.7504i	-84.2751+0.7504i	-62.0035+0.7504i	-88.0440+0.7504i
3.0417	-62.9047+0.7504i	-89.7338+0.7504i	-73.2344+0.7504i	-87.5561+0.7504i	-62.9846+0.7504i	-84.4238+0.7504i	-61.9421+0.7504i	-88.0334+0.7504i
3.0438	-62.9744+0.7504i	-90.5248+0.7504i	-73.1850+0.7504i	-87.5477+0.7504i	-63.1003+0.7504i	-85.2125+0.7504i	-61.9636+0.7504i	-88.0239+0.7504i
3.0458	-62.9700+0.7504i	-90.5773+0.7504i	-73.1856+0.7504i	-87.5600+0.7504i	-63.1221+0.7504i	-85.4747+0.7504i	-61.9205+0.7504i	-88.0345+0.7504i
3.0479	-63.0142+0.7504i	-91.3697+0.7504i	-73.1646+0.7504i	-87.5448+0.7504i	-63.1119+0.7504i	-85.5449+0.7504i	-61.9155+0.7504i	-88.0281+0.7504i
3.0500	-63.0007+0.7504i	-91.7217+0.7504i	-73.2027+0.7504i	-87.5413+0.7504i	-63.1485+0.7504i	-85.9656+0.7504i	-61.8950+0.7504i	-88.0157+0.7504i
3.0521	-63.0409+0.7504i	-92.3621+0.7504i	-73.1856+0.7504i	-87.5503+0.7504i	-63.2374+0.7504i	-86.7309+0.7504i	-61.8736+0.7504i	-88.0210+0.7504i
3.0542	-63.0424+0.7504i	-92.8510+0.7504i	-73.2245+0.7504i	-87.5617+0.7504i	-63.2581+0.7504i	-86.9995+0.7504i	-61.8980+0.7504i	-88.0509+0.7504i
3.0562	-63.0834+0.7504i	-93.5680+0.7504i	-73.2142+0.7504i	-87.5711+0.7504i	-63.2800+0.7504i	-87.1190+0.7504i	-61.7886+0.7504i	-88.0445+0.7504i
3.0583	-63.1057+0.7504i	-94.3848+0.7504i	-73.2573+0.7504i	-87.5928+0.7504i	-63.3121+0.7504i	-87.5352+0.7504i	-61.7036+0.7504i	-88.0233+0.7504i
3.0604	-63.1663+0.7504i	-96.1460+0.7504i	-73.2543+0.7504i	-87.6048+0.7504i	-63.3370+0.7504i	-87.9105+0.7504i	-61.6457+0.7504i	-88.0019+0.7504i
3.0625	-63.1919+0.7504i	-96.8445+0.7504i	-73.2932+0.7504i	-87.6195+0.7504i	-63.3636+0.7504i	-88.3808+0.7504i	-61.6111+0.7504i	-87.9968+0.7504i
3.0646	-63.2573+0.7504i	-98.4446+0.7504i	-73.3027+0.7504i	-87.6280+0.7504i	-63.4200+0.7504i	-89.3436+0.7504i	-61.5671+0.7504i	-87.9808+0.7504i
3.0667	-63.2532+0.7504i	-99.1791+0.7504i	-73.3446+0.7504i	-87.6530+0.7504i	-63.4453+0.7504i	-89.7461+0.7504i	-61.5470+0.7504i	-87.9718+0.7504i
3.0688	-63.3171+0.7504i	-100.3611+0.7504i	-73.3683+0.7504i	-87.6593+0.7504i	-63.4909+0.7504i	-90.7888+0.7504i	-61.5076+0.7504i	-87.9426+0.7504i
3.0708	-63.3489+0.7504i	-102.3406+0.7504i	-73.4120+0.7504i	-87.6842+0.7504i	-63.5177+0.7504i	-91.4820+0.7504i	-61.5175+0.7504i	-87.9511+0.7504i
3.0729	-63.3760+0.7504i	-103.6297+0.7504i	-73.4395+0.7504i	-87.7044+0.7504i	-63.5483+0.7504i	-92.6196+0.7504i	-61.4489+0.7504i	-87.9463+0.7504i
3.0750	-63.4213+0.7504i	-107.0637+0.7504i	-73.4904+0.7504i	-87.7227+0.7504i	-63.5831+0.7504i	-93.6008+0.7504i	-61.4623+0.7504i	-87.9470+0.7504i
3.0771	-63.4915+0.7504i	-122.1480+0.7504i	-73.5223+0.7504i	-87.7437+0.7504i	-63.6475+0.7504i	-94.6484+0.7504i	-61.4060+0.7504i	-87.9447+0.7504i
3.0792	-63.5336+0.7504i	-119.3016+0.7504i	-73.5788+0.7504i	-87.7782+0.7504i	-63.6453+0.7504i	-95.1863+0.7504i	-61.4318+0.7504i	-87.9264+0.7504i
3.0812	-63.6309+0.7504i	-104.5307+0.7504i	-73.6227+0.7504i	-87.7988+0.7504i	-63.6752+0.7504i	-96.2226+0.7504i	-61.4007+0.7504i	-87.9216+0.7504i
3.0833	-63.6565+0.7504i	-102.1915+0.7504i	-73.6826+0.7504i	-87.8311+0.7504i	-63.7080+0.7504i	-97.0126+0.7504i	-61.3946+0.7504i	-87.9184+0.7504i
3.0854	-63.6990+0.7504i	-99.5551+0.7504i	-73.8443+0.7504i	-87.8998+0.7504i	-63.6268+0.7504i	-95.3871+0.7504i	-61.3902+0.7504i	-87.8941+0.7504i
3.0875	-63.7391+0.7504i	-98.4053+0.7504i	-73.9383+0.7504i	-87.9430+0.7504i	-63.6114+0.7504i	-95.4663+0.7504i	-61.3969+0.7504i	-87.8804+0.7504i
3.0896	-63.7927+0.7504i	-96.4584+0.7504i	-73.9777+0.7504i	-87.9865+0.7504i	-63.6186+0.7504i	-95.4711+0.7504i	-61.3807+0.7504i	-87.8774+0.7504i
3.0917	-63.7950+0.7504i	-96.5497+0.7504i	-74.0430+0.7504i	-88.0445+0.7504i	-63.5934+0.7504i	-94.8617+0.7504i	-61.3531+0.7504i	-87.8825+0.7504i
3.0938	-63.9036+0.7504i	-94.9675+0.7504i	-74.0444+0.7504i	-88.0865+0.7504i	-63.6637+0.7504i	-96.2732+0.7504i	-61.4024+0.7504i	-87.8987+0.7504i
