Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
0.5708	-64.2259+0.7504i	-83.6114+0.7504i	-75.5301+0.7504i	-95.6142+0.7504i	-64.6097+0.7504i	-87.3726+0.7504i	-75.4560+0.7504i	-93.8258+0.7504i
0.5729	-64.2193+0.7504i	-83.5975+0.7504i	-75.5145+0.7504i	-95.6376+0.7504i	-64.6388+0.7504i	-87.4746+0.7504i	-75.1967+0.7504i	-93.8525+0.7504i
0.5750	-64.2289+0.7504i	-83.6464+0.7504i	-75.5018+0.7504i	-95.6405+0.7504i	-64.6421+0.7504i	-87.5204+0.7504i	-75.0692+0.7504i	-93.8345+0.7504i
0.5771	-64.2291+0.7504i	-83.6329+0.7504i	-75.4864+0.7504i	-95.6686+0.7504i	-64.6508+0.7504i	-87.5867+0.7504i	-74.8230+0.7504i	-93.8606+0.7504i
0.5792	-64.2300+0.7504i	-83.6734+0.7504i	-75.4663+0.7504i	-95.6747+0.7504i	-64.6682+0.7504i	-87.6946+0.7504i	-74.6529+0.7504i	-93.8590+0.7504i
0.5813	-64.2364+0.7504i	-83.6667+0.7504i	-75.4566+0.7504i	-95.7022+0.7504i	-64.6699+0.7504i	-87.7578+0.7504i	-74.4350+0.7504i	-93.8761+0.7504i
0.5833	-64.2502+0.7504i	-83.7347+0.7504i	-75.4441+0.7504i	-95.7354+0.7504i	-64.6786+0.7504i	-87.8131+0.7504i	-74.1774+0.7504i	-93.8872+0.7504i
0.5854	-64.2390+0.7504i	-83.7274+0.7504i	-75.4287+0.7504i	-95.7676+0.7504i	-64.6960+0.7504i	-87.7949+0.7504i	-73.9639+0.7504i	-93.9001+0.7504i
0.5875	-64.2403+0.7504i	-83.7584+0.7504i	-75.4035+0.7504i	-95.7206+0.7504i	-64.7173+0.7504i	-87.9782+0.7504i	-73.9111+0.7504i	-93.8931+0.7504i
0.5896	-64.2393+0.7504i	-83.7728+0.7504i	-75.3932+0.7504i	-95.7433+0.7504i	-64.7323+0.7504i	-88.0988+0.7504i	-73.7348+0.7504i	-93.9004+0.7504i
0.5917	-64.2487+0.7504i	-83.8318+0.7504i	-75.3754+0.7504i	-95.7703+0.7504i	-64.7368+0.7504i	-88.1686+0.7504i	-73.5818+0.7504i	-93.9082+0.7504i
0.5938	-64.2464+0.7504i	-83.8272+0.7504i	-75.3759+0.7504i	-95.7913+0.7504i	-64.7400+0.7504i	-88.1726+0.7504i	-73.3500+0.7504i	-93.9259+0.7504i
0.5958	-64.2555+0.7504i	-83.9267+0.7504i	-75.3621+0.7504i	-95.7990+0.7504i	-64.7497+0.7504i	-88.2431+0.7504i	-73.2156+0.7504i	-93.9105+0.7504i
0.5979	-64.2597+0.7504i	-83.9476+0.7504i	-75.3255+0.7504i	-95.8022+0.7504i	-64.8001+0.7504i	-88.7179+0.7504i	-73.0419+0.7504i	-93.9168+0.7504i
0.6000	-64.2679+0.7504i	-84.0382+0.7504i	-75.3135+0.7504i	-95.7798+0.7504i	-64.7954+0.7504i	-88.7647+0.7504i	-72.9826+0.7504i	-93.8936+0.7504i
0.6021	-64.2707+0.7504i	-84.0537+0.7504i	-75.2911+0.7504i	-95.8034+0.7504i	-64.8073+0.7504i	-88.8904+0.7504i	-72.7920+0.7504i	-93.9081+0.7504i
0.6042	-64.2741+0.7504i	-84.0488+0.7504i	-75.2777+0.7504i	-95.8100+0.7504i	-64.8319+0.7504i	-89.0255+0.7504i	-72.6211+0.7504i	-93.9024+0.7504i
0.6062	-64.2776+0.7504i	-84.1006+0.7504i	-75.2582+0.7504i	-95.8083+0.7504i	-64.8327+0.7504i	-89.0825+0.7504i	-72.5142+0.7504i	-93.8963+0.7504i
0.6083	-64.2915+0.7504i	-84.2389+0.7504i	-75.2358+0.7504i	-95.7877+0.7504i	-64.8513+0.7504i	-89.3052+0.7504i	-72.3864+0.7504i	-93.8817+0.7504i
0.6104	-64.2948+0.7504i	-84.2478+0.7504i	-75.2200+0.7504i	-95.8043+0.7504i	-64.8653+0.7504i	-89.3860+0.7504i	-72.2040+0.7504i	-93.8936+0.7504i
0.6125	-64.3030+0.7504i	-84.3793+0.7504i	-75.2008+0.7504i	-95.7974+0.7504i	-64.8740+0.7504i	-89.5696+0.7504i	-72.0627+0.7504i	-93.8986+0.7504i
0.6146	-64.3149+0.7504i	-84.4186+0.7504i	-75.1878+0.7504i	-95.7991+0.7504i	-64.8767+0.7504i	-89.6446+0.7504i	-71.9257+0.7504i	-93.8939+0.7504i
0.6167	-64.3302+0.7504i	-84.5121+0.7504i	-75.1749+0.7504i	-95.8058+0.7504i	-64.8848+0.7504i	-89.7587+0.7504i	-71.7371+0.7504i	-93.9056+0.7504i
0.6188	-64.3217+0.7504i	-84.6051+0.7504i	-75.1614+0.7504i	-95.7638+0.7504i	-64.8886+0.7504i	-89.8436+0.7504i	-71.6125+0.7504i	-93.8716+0.7504i
0.6208	-64.3301+0.7504i	-84.6868+0.7504i	-75.1383+0.7504i	-95.7610+0.7504i	-64.9087+0.7504i	-90.0786+0.7504i	-71.4787+0.7504i	-93.8790+0.7504i
0.6229	-64.3349+0.7504i	-84.7721+0.7504i	-75.1195+0.7504i	-95.7389+0.7504i	-64.9189+0.7504i	-90.3320+0.7504i	-71.3405+0.7504i	-93.8643+0.7504i
0.6250	-64.3515+0.7504i	-84.8062+0.7504i	-75.1045+0.7504i	-95.7207+0.7504i	-64.9234+0.7504i	-90.4430+0.7504i	-71.2353+0.7504i	-93.8283+0.7504i
0.6271	-64.3481+0.7504i	-84.9104+0.7504i	-75.0735+0.7504i	-95.7038+0.7504i	-64.9312+0.7504i	-90.6073+0.7504i	-71.0841+0.7504i	-93.8206+0.7504i
0.6292	-64.3621+0.7504i	-85.0054+0.7504i	-75.0629+0.7504i	-95.7018+0.7504i	-64.9444+0.7504i	-90.7967+0.7504i	-70.9383+0.7504i	-93.8261+0.7504i
0.6312	-64.3761+0.7504i	-85.0780+0.7504i	-75.0359+0.7504i	-95.7002+0.7504i	-64.9616+0.7504i	-91.0370+0.7504i	-70.7787+0.7504i	-93.8162+0.7504i
0.6333	-64.3860+0.7504i	-85.1916+0.7504i	-75.0176+0.7504i	-95.6703+0.7504i	-64.9702+0.7504i	-91.2652+0.7504i	-70.7017+0.7504i	-93.7880+0.7504i
0.6354	-64.4177+0.7504i	-85.2056+0.7504i	-75.0498+0.7504i	-95.7914+0.7504i	-64.9536+0.7504i	-90.9112+0.7504i	-70.5408+0.7504i	-93.8504+0.7504i
0.6375	-64.4292+0.7504i	-85.3507+0.7504i	-75.0222+0.7504i	-95.7638+0.7504i	-64.9738+0.7504i	-91.2106+0.7504i	-70.4110+0.7504i	-93.8463+0.7504i
0.6396	-64.4131+0.7504i	-85.4730+0.7504i	-74.9498+0.7504i	-95.6596+0.7504i	-65.0074+0.7504i	-91.8781+0.7504i	-70.2237+0.7504i	-93.7932+0.7504i
0.6417	-64.4410+0.7504i	-85.6039+0.7504i	-74.9488+0.7504i	-95.6664+0.7504i	-65.0099+0.7504i	-91.9363+0.7504i	-70.1552+0.7504i	-93.7874+0.7504i
0.6438	-64.4442+0.7504i	-85.7129+0.7504i	-74.9126+0.7504i	-95.6267+0.7504i	-65.0296+0.7504i	-92.3177+0.7504i	-70.0024+0.7504i	-93.7687+0.7504i
0.6458	-64.4581+0.7504i	-85.7973+0.7504i	-74.8937+0.7504i	-95.6145+0.7504i	-65.0390+0.7504i	-92.5279+0.7504i	-69.8755+0.7504i	-93.7540+0.7504i
0.6479	-64.4706+0.7504i	-85.9115+0.7504i	-74.8696+0.7504i	-95.6034+0.7504i	-65.0456+0.7504i	-92.8248+0.7504i	-69.7115+0.7504i	-93.7517+0.7504i
0.6500	-64.4880+0.7504i	-86.0458+0.7504i	-74.8514+0.7504i	-95.5660+0.7504i	-65.0502+0.7504i	-93.0510+0.7504i	-69.5759+0.7504i	-93.7191+0.7504i
0.6521	-64.4983+0.7504i	-86.1306+0.7504i	-74.8313+0.7504i	-95.5810+0.7504i	-65.0558+0.7504i	-93.1981+0.7504i	-69.4298+0.7504i	-93.7225+0.7504i
0.6542	-64.5051+0.7504i	-86.2912+0.7504i	-74.8040+0.7504i	-95.5730+0.7504i	-65.0735+0.7504i	-93.5807+0.7504i	-69.3093+0.7504i	-93.7127+0.7504i
0.6563	-64.5221+0.7504i	-86.3856+0.7504i	-74.7881+0.7504i	-95.5743+0.7504i	-65.0852+0.7504i	-93.7915+0.7504i	-69.1579+0.7504i	-93.7105+0.7504i
0.6583	-64.5367+0.7504i	-86.5448+0.7504i	-74.7629+0.7504i	-95.5461+0.7504i	-65.0878+0.7504i	-93.9991+0.7504i	-69.0372+0.7504i	-93.6919+0.7504i
0.6604	-64.5432+0.7504i	-86.6375+0.7504i	-74.7439+0.7504i	-95.5601+0.7504i	-65.0916+0.7504i	-94.1404+0.7504i	-68.8561+0.7504i	-93.6801+0.7504i
0.6625	-64.5757+0.7504i	-87.0896+0.7504i	-74.7246+0.7504i	-95.5605+0.7504i	-65.1128+0.7504i	-94.4421+0.7504i	-68.7239+0.7504i	-93.6770+0.7504i
0.6646	-64.5830+0.7504i	-87.1486+0.7504i	-74.7000+0.7504i	-95.5568+0.7504i	-65.1329+0.7504i	-94.7892+0.7504i	-68.5675+0.7504i	-93.6778+0.7504i
0.6667	-64.5890+0.7504i	-87.0701+0.7504i	-74.6779+0.7504i	-95.5358+0.7504i	-65.1416+0.7504i	-95.1631+0.7504i	-68.4514+0.7504i	-93.6661+0.7504i
0.6687	-64.6031+0.7504i	-87.2980+0.7504i	-74.6568+0.7504i	-95.5376+0.7504i	-65.1726+0.7504i	-95.4081+0.7504i	-68.2968+0.7504i	-93.6633+0.7504i
0.6708	-64.6213+0.7504i	-87.6494+0.7504i	-74.6400+0.7504i	-95.5224+0.7504i	-65.1818+0.7504i	-95.7166+0.7504i	-68.1661+0.7504i	-93.6452+0.7504i
0.6729	-64.6303+0.7504i	-87.7440+0.7504i	-74.6151+0.7504i	-95.5253+0.7504i	-65.2008+0.7504i	-96.0712+0.7504i	-68.0056+0.7504i	-93.6562+0.7504i
0.6750	-64.6447+0.7504i	-87.7419+0.7504i	-74.5938+0.7504i	-95.4839+0.7504i	-65.2213+0.7504i	-96.6614+0.7504i	-67.9053+0.7504i	-93.6385+0.7504i
0.6771	-64.6607+0.7504i	-87.9499+0.7504i	-74.5727+0.7504i	-95.4844+0.7504i	-65.2296+0.7504i	-96.9161+0.7504i	-67.7509+0.7504i	-93.6393+0.7504i
0.6792	-64.6779+0.7504i	-88.1856+0.7504i	-74.5521+0.7504i	-95.4714+0.7504i	-65.2506+0.7504i	-97.3465+0.7504i	-67.6138+0.7504i	-93.6278+0.7504i
0.6813	-64.6933+0.7504i	-88.3202+0.7504i	-74.5301+0.7504i	-95.4672+0.7504i	-65.2537+0.7504i	-97.8079+0.7504i	-67.4675+0.7504i	-93.6357+0.7504i
0.6833	-64.7132+0.7504i	-88.4867+0.7504i	-74.5085+0.7504i	-95.4558+0.7504i	-65.2674+0.7504i	-98.1863+0.7504i	-67.3345+0.7504i	-93.6330+0.7504i
0.6854	-64.7189+0.7504i	-88.6398+0.7504i	-74.4825+0.7504i	-95.4538+0.7504i	-65.2769+0.7504i	-98.1607+0.7504i	-67.1714+0.7504i	-93.6322+0.7504i
0.6875	-64.7381+0.7504i	-88.9220+0.7504i	-74.4597+0.7504i	-95.4271+0.7504i	-65.2960+0.7504i	-98.8533+0.7504i	-67.0605+0.7504i	-93.6208+0.7504i
0.6896	-64.7599+0.7504i	-89.1337+0.7504i	-74.4405+0.7504i	-95.4179+0.7504i	-65.2972+0.7504i	-99.1383+0.7504i	-66.9170+0.7504i	-93.6241+0.7504i
0.6917	-64.7726+0.7504i	-89.3228+0.7504i	-74.4193+0.7504i	-95.4006+0.7504i	-65.3074+0.7504i	-99.5933+0.7504i	-66.7925+0.7504i	-93.6151+0.7504i
0.6937	-64.7815+0.7504i	-89.5028+0.7504i	-74.3935+0.7504i	-95.4166+0.7504i	-65.3201+0.7504i	-100.0445+0.7504i	-66.6164+0.7504i	-93.6265+0.7504i
0.6958	-64.8041+0.7504i	-89.8015+0.7504i	-74.3753+0.7504i	-95.3960+0.7504i	-65.3370+0.7504i	-100.6150+0.7504i	-66.4983+0.7504i	-93.6204+0.7504i
0.6979	-64.8195+0.7504i	-89.9289+0.7504i	-74.3529+0.7504i	-95.3899+0.7504i	-65.3649+0.7504i	-101.6086+0.7504i	-66.3379+0.7504i	-93.6260+0.7504i
0.7000	-64.8462+0.7504i	-90.3059+0.7504i	-74.3333+0.7504i	-95.3688+0.7504i	-65.3769+0.7504i	-102.2968+0.7504i	-66.2409+0.7504i	-93.6136+0.7504i
0.7021	-64.8588+0.7504i	-90.5243+0.7504i	-74.3048+0.7504i	-95.3776+0.7504i	-65.3892+0.7504i	-103.1142+0.7504i	-66.0756+0.7504i	-93.6240+0.7504i
0.7042	-64.8820+0.7504i	-90.7939+0.7504i	-74.2843+0.7504i	-95.3490+0.7504i	-65.4089+0.7504i	-104.1595+0.7504i	-65.9509+0.7504i	-93.6186+0.7504i
0.7063	-64.8907+0.7504i	-91.0335+0.7504i	-74.2618+0.7504i	-95.3616+0.7504i	-65.4279+0.7504i	-105.2913+0.7504i	-65.7816+0.7504i	-93.6273+0.7504i
0.7083	-64.9085+0.7504i	-91.2887+0.7504i	-74.2371+0.7504i	-95.3296+0.7504i	-65.4416+0.7504i	-106.8912+0.7504i	-65.6741+0.7504i	-93.6200+0.7504i
0.7104	-64.9341+0.7504i	-91.5322+0.7504i	-74.2118+0.7504i	-95.3309+0.7504i	-65.4578+0.7504i	-108.5474+0.7504i	-65.5275+0.7504i	-93.6341+0.7504i
0.7125	-64.9477+0.7504i	-91.8932+0.7504i	-74.1896+0.7504i	-95.3275+0.7504i	-65.4710+0.7504i	-110.5030+0.7504i	-65.4093+0.7504i	-93.6361+0.7504i
0.7146	-64.9638+0.7504i	-92.1143+0.7504i	-74.1603+0.7504i	-95.3538+0.7504i	-65.5010+0.7504i	-112.1805+0.7504i	-65.2432+0.7504i	-93.6504+0.7504i
0.7167	-64.9917+0.7504i	-92.5450+0.7504i	-74.1445+0.7504i	-95.3537+0.7504i	-65.5035+0.7504i	-115.4083+0.7504i	-65.1401+0.7504i	-93.6345+0.7504i
0.7188	-65.0101+0.7504i	-92.8076+0.7504i	-74.1179+0.7504i	-95.3596+0.7504i	-65.4885+0.7504i	-114.1358+0.7504i	-64.9956+0.7504i	-93.6492+0.7504i
0.7208	-65.0271+0.7504i	-93.1268+0.7504i	-74.0880+0.7504i	-95.3862+0.7504i	-65.5160+0.7504i	-121.2261+0.7504i	-64.8625+0.7504i	-93.6650+0.7504i
0.7229	-65.0454+0.7504i	-93.4308+0.7504i	-74.0579+0.7504i	-95.3921+0.7504i	-65.5283+0.7504i	-129.0582+0.7504i	-64.7238+0.7504i	-93.6745+0.7504i
0.7250	-65.0742+0.7504i	-93.8945+0.7504i	-74.0268+0.7504i	-95.3866+0.7504i	-65.5343+0.7504i	-133.0670+0.7504i	-64.6019+0.7504i	-93.6776+0.7504i
0.7271	-65.0853+0.7504i	-94.2069+0.7504i	-74.0023+0.7504i	-95.4009+0.7504i	-65.5622+0.7504i	-114.6979+0.7504i	-64.4626+0.7504i	-93.6942+0.7504i
0.7292	-65.1041+0.7504i	-94.4669+0.7504i	-73.9711+0.7504i	-95.4090+0.7504i	-65.5814+0.7504i	-112.5331+0.7504i	-64.3372+0.7504i	-93.7086+0.7504i
0.7312	-65.1313+0.7504i	-94.8030+0.7504i	-73.9370+0.7504i	-95.4075+0.7504i	-65.5866+0.7504i	-111.1854+0.7504i	-64.2029+0.7504i	-93.7283+0.7504i
0.7333	-65.1518+0.7504i	-95.2714+0.7504i	-73.9069+0.7504i	-95.3814+0.7504i	-65.5953+0.7504i	-108.6942+0.7504i	-64.1062+0.7504i	-93.7253+0.7504i
0.7354	-65.1603+0.7504i	-95.5656+0.7504i	-73.8690+0.7504i	-95.4138+0.7504i	-65.6212+0.7504i	-106.5248+0.7504i	-63.9392+0.7504i	-93.7528+0.7504i
0.7375	-65.1943+0.7504i	-96.1493+0.7504i	-73.8419+0.7504i	-95.4196+0.7504i	-65.6171+0.7504i	-105.0610+0.7504i	-63.8346+0.7504i	-93.7624+0.7504i
0.7396	-65.2264+0.7504i	-96.4981+0.7504i	-73.8117+0.7504i	-95.4345+0.7504i	-65.6161+0.7504i	-105.4926+0.7504i	-63.6654+0.7504i	-93.7915+0.7504i
0.7417	-65.2579+0.7504i	-97.0589+0.7504i	-73.7865+0.7504i	-95.4583+0.7504i	-65.6298+0.7504i	-104.1104+0.7504i	-63.5794+0.7504i	-93.8077+0.7504i
0.7438	-65.2863+0.7504i	-97.4608+0.7504i	-73.7552+0.7504i	-95.4888+0.7504i	-65.6478+0.7504i	-103.3413+0.7504i	-63.4667+0.7504i	-93.8517+0.7504i
0.7458	-65.3094+0.7504i	-98.1577+0.7504i	-73.7272+0.7504i	-95.4994+0.7504i	-65.6541+0.7504i	-102.9165+0.7504i	-63.3711+0.7504i	-93.8847+0.7504i
0.7479	-65.3208+0.7504i	-98.3815+0.7504i	-73.6850+0.7504i	-95.5302+0.7504i	-65.6759+0.7504i	-102.0368+0.7504i	-63.2556+0.7504i	-93.9159+0.7504i
0.7500	-65.3493+0.7504i	-98.7064+0.7504i	-73.6576+0.7504i	-95.5418+0.7504i	-65.6927+0.7504i	-101.4210+0.7504i	-63.1703+0.7504i	-93.9436+0.7504i
0.7521	-65.3800+0.7504i	-99.0795+0.7504i	-73.6228+0.7504i	-95.5664+0.7504i	-65.6859+0.7504i	-101.1170+0.7504i	-63.0648+0.7504i	-93.9903+0.7504i
0.7542	-65.3989+0.7504i	-99.4537+0.7504i	-73.5919+0.7504i	-95.5818+0.7504i	-65.6873+0.7504i	-101.1174+0.7504i	-62.9907+0.7504i	-94.0236+0.7504i
0.7562	-65.4093+0.7504i	-99.5476+0.7504i	-73.5540+0.7504i	-95.6293+0.7504i	-65.7248+0.7504i	-100.5325+0.7504i	-62.8715+0.7504i	-94.0675+0.7504i
0.7583	-65.4409+0.7504i	-99.9854+0.7504i	-73.5239+0.7504i	-95.6379+0.7504i	-65.7266+0.7504i	-100.3383+0.7504i	-62.7970+0.7504i	-94.1022+0.7504i
0.7604	-65.4508+0.7504i	-100.1856+0.7504i	-73.4807+0.7504i	-95.7146+0.7504i	-65.7414+0.7504i	-100.1381+0.7504i	-62.6963+0.7504i	-94.1411+0.7504i
0.7625	-65.4792+0.7504i	-100.5377+0.7504i	-73.4494+0.7504i	-95.7309+0.7504i	-65.7628+0.7504i	-99.5673+0.7504i	-62.6163+0.7504i	-94.1865+0.7504i
0.7646	-65.5048+0.7504i	-100.6444+0.7504i	-73.4049+0.7504i	-95.8383+0.7504i	-65.7779+0.7504i	-99.1939+0.7504i	-62.5042+0.7504i	-94.2424+0.7504i
0.7667	-65.5345+0.7504i	-101.3619+0.7504i	-73.3732+0.7504i	-95.8634+0.7504i	-65.7954+0.7504i	-98.7264+0.7504i	-62.4288+0.7504i	-94.2779+0.7504i
0.7688	-65.5521+0.7504i	-101.3644+0.7504i	-73.3357+0.7504i	-95.9724+0.7504i	-65.8110+0.7504i	-98.7137+0.7504i	-62.3182+0.7504i	-94.3343+0.7504i
0.7708	-65.5832+0.7504i	-101.7886+0.7504i	-73.3053+0.7504i	-96.0349+0.7504i	-65.8297+0.7504i	-98.3717+0.7504i	-62.2219+0.7504i	-94.3707+0.7504i
0.7729	-65.6107+0.7504i	-101.6112+0.7504i	-73.2746+0.7504i	-96.1223+0.7504i	-65.8447+0.7504i	-98.2123+0.7504i	-62.1259+0.7504i	-94.4332+0.7504i
0.7750	-65.6442+0.7504i	-102.1294+0.7504i	-73.2409+0.7504i	-96.1916+0.7504i	-65.8623+0.7504i	-97.9437+0.7504i	-62.0459+0.7504i	-94.4716+0.7504i
0.7771	-65.6704+0.7504i	-102.1188+0.7504i	-73.2087+0.7504i	-96.2817+0.7504i	-65.8775+0.7504i	-97.8030+0.7504i	-61.9374+0.7504i	-94.5316+0.7504i
0.7792	-65.6997+0.7504i	-102.9908+0.7504i	-73.1768+0.7504i	-96.3598+0.7504i	-65.8910+0.7504i	-97.6655+0.7504i	-61.8469+0.7504i	-94.5841+0.7504i
0.7813	-65.7267+0.7504i	-103.1238+0.7504i	-73.1397+0.7504i	-96.4442+0.7504i	-65.9000+0.7504i	-97.6662+0.7504i	-61.7465+0.7504i	-94.6404+0.7504i
0.7833	-65.7564+0.7504i	-103.4317+0.7504i	-73.1095+0.7504i	-96.5286+0.7504i	-65.9153+0.7504i	-97.4530+0.7504i	-61.6532+0.7504i	-94.6900+0.7504i
0.7854	-65.7800+0.7504i	-103.5716+0.7504i	-73.0799+0.7504i	-96.6268+0.7504i	-65.9151+0.7504i	-97.7427+0.7504i	-61.5519+0.7504i	-94.7488+0.7504i
0.7875	-65.8008+0.7504i	-103.8327+0.7504i	-73.0437+0.7504i	-96.7050+0.7504i	-65.9321+0.7504i	-97.6056+0.7504i	-61.4702+0.7504i	-94.8097+0.7504i
0.7896	-65.8255+0.7504i	-104.0656+0.7504i	-73.0111+0.7504i	-96.8108+0.7504i	-65.9598+0.7504i	-97.3997+0.7504i	-61.3595+0.7504i	-94.8719+0.7504i
0.7917	-65.8440+0.7504i	-104.1622+0.7504i	-72.9750+0.7504i	-96.8829+0.7504i	-65.9689+0.7504i	-97.3693+0.7504i	-61.2777+0.7504i	-94.9266+0.7504i
0.7937	-65.8676+0.7504i	-104.3847+0.7504i	-72.9358+0.7504i	-96.9905+0.7504i	-65.9851+0.7504i	-97.4010+0.7504i	-61.1768+0.7504i	-94.9899+0.7504i
0.7958	-65.9016+0.7504i	-104.7596+0.7504i	-72.9055+0.7504i	-97.0929+0.7504i	-65.9916+0.7504i	-97.5289+0.7504i	-61.0928+0.7504i	-95.0526+0.7504i
0.7979	-65.9195+0.7504i	-104.6136+0.7504i	-72.8693+0.7504i	-97.1947+0.7504i	-65.9973+0.7504i	-97.6824+0.7504i	-60.9937+0.7504i	-95.1178+0.7504i
0.8000	-65.9219+0.7504i	-103.6971+0.7504i	-72.8400+0.7504i	-97.3358+0.7504i	-66.0106+0.7504i	-97.7067+0.7504i	-60.9041+0.7504i	-95.2065+0.7504i
0.8021	-66.0429+0.7504i	-103.2690+0.7504i	-72.7626+0.7504i	-97.4065+0.7504i	-65.9576+0.7504i	-97.2117+0.7504i	-60.7526+0.7504i	-95.3886+0.7504i
0.8042	-66.1567+0.7504i	-101.8181+0.7504i	-72.7040+0.7504i	-97.5622+0.7504i	-65.9114+0.7504i	-96.9607+0.7504i	-60.6146+0.7504i	-95.6342+0.7504i
0.8063	-66.2728+0.7504i	-100.5761+0.7504i	-72.6338+0.7504i	-97.7226+0.7504i	-65.8797+0.7504i	-96.6825+0.7504i	-60.5003+0.7504i	-95.9043+0.7504i
0.8083	-66.3895+0.7504i	-99.4750+0.7504i	-72.5738+0.7504i	-97.8827+0.7504i	-65.8315+0.7504i	-96.6385+0.7504i	-60.3823+0.7504i	-96.1905+0.7504i
0.8104	-66.5023+0.7504i	-98.8321+0.7504i	-72.5032+0.7504i	-97.9857+0.7504i	-65.7977+0.7504i	-96.2816+0.7504i	-60.2650+0.7504i	-96.4425+0.7504i
0.8125	-66.5972+0.7504i	-97.7655+0.7504i	-72.4400+0.7504i	-98.1589+0.7504i	-65.7612+0.7504i	-96.2643+0.7504i	-60.1871+0.7504i	-96.7845+0.7504i
0.8146	-66.7133+0.7504i	-97.1789+0.7504i	-72.3686+0.7504i	-98.2891+0.7504i	-65.7360+0.7504i	-95.7101+0.7504i	-60.0817+0.7504i	-97.1055+0.7504i
0.8167	-66.8219+0.7504i	-96.2602+0.7504i	-72.3056+0.7504i	-98.4662+0.7504i	-65.7116+0.7504i	-95.5747+0.7504i	-59.9919+0.7504i	-97.4759+0.7504i
0.8187	-66.9321+0.7504i	-95.6675+0.7504i	-72.2310+0.7504i	-98.6215+0.7504i	-65.6880+0.7504i	-95.6668+0.7504i	-59.9007+0.7504i	-97.8561+0.7504i
0.8208	-67.0400+0.7504i	-94.9333+0.7504i	-72.1628+0.7504i	-98.7763+0.7504i	-65.6754+0.7504i	-95.4443+0.7504i	-59.8291+0.7504i	-98.2719+0.7504i
0.8229	-67.1466+0.7504i	-94.3287+0.7504i	-72.0945+0.7504i	-98.9484+0.7504i	-65.6650+0.7504i	-95.6117+0.7504i	-59.7746+0.7504i	-98.7131+0.7504i
0.8250	-67.2382+0.7504i	-93.8089+0.7504i	-72.0262+0.7504i	-99.1174+0.7504i	-65.6521+0.7504i	-95.6514+0.7504i	-59.7381+0.7504i	-99.2106+0.7504i
0.8271	-67.3454+0.7504i	-93.2792+0.7504i	-71.9546+0.7504i	-99.2934+0.7504i	-65.6423+0.7504i	-95.8944+0.7504i	-59.6900+0.7504i	-99.7312+0.7504i
0.8292	-67.4707+0.7504i	-92.8988+0.7504i	-71.8889+0.7504i	-99.4969+0.7504i	-65.6400+0.7504i	-96.1587+0.7504i	-59.6666+0.7504i	-100.3654+0.7504i
0.8313	-67.5673+0.7504i	-92.3756+0.7504i	-71.8143+0.7504i	-99.6726+0.7504i	-65.6476+0.7504i	-96.6199+0.7504i	-59.6542+0.7504i	-101.0428+0.7504i
0.8333	-67.6792+0.7504i	-91.8721+0.7504i	-71.7481+0.7504i	-99.8862+0.7504i	-65.6401+0.7504i	-97.2362+0.7504i	-59.6389+0.7504i	-101.8036+0.7504i
0.8354	-67.7884+0.7504i	-91.4258+0.7504i	-71.6779+0.7504i	-100.0870+0.7504i	-65.6335+0.7504i	-97.9250+0.7504i	-59.6390+0.7504i	-102.6903+0.7504i
0.8375	-67.8735+0.7504i	-90.7847+0.7504i	-71.6131+0.7504i	-100.3289+0.7504i	-65.6376+0.7504i	-98.9263+0.7504i	-59.6410+0.7504i	-103.6793+0.7504i
0.8396	-67.9498+0.7504i	-90.1945+0.7504i	-71.5494+0.7504i	-100.5471+0.7504i	-65.6418+0.7504i	-100.2797+0.7504i	-59.6538+0.7504i	-104.8999+0.7504i
0.8417	-68.0412+0.7504i	-89.6439+0.7504i	-71.4811+0.7504i	-100.7869+0.7504i	-65.6657+0.7504i	-101.5955+0.7504i	-59.6937+0.7504i	-106.2514+0.7504i
0.8438	-68.1429+0.7504i	-89.2652+0.7504i	-71.4136+0.7504i	-101.0063+0.7504i	-65.7030+0.7504i	-102.5122+0.7504i	-59.7340+0.7504i	-107.9594+0.7504i
0.8458	-68.2436+0.7504i	-88.7919+0.7504i	-71.3463+0.7504i	-101.2640+0.7504i	-65.7334+0.7504i	-105.1702+0.7504i	-59.7880+0.7504i	-110.1806+0.7504i
0.8479	-68.3440+0.7504i	-88.3983+0.7504i	-71.2867+0.7504i	-101.5131+0.7504i	-65.7729+0.7504i	-107.9249+0.7504i	-59.8577+0.7504i	-113.3511+0.7504i
0.8500	-68.4478+0.7504i	-88.0232+0.7504i	-71.2171+0.7504i	-101.7661+0.7504i	-65.8133+0.7504i	-114.7538+0.7504i	-59.9323+0.7504i	-118.2461+0.7504i
0.8521	-68.5479+0.7504i	-87.6403+0.7504i	-71.1532+0.7504i	-102.0519+0.7504i	-65.8479+0.7504i	-129.9159+0.7504i	-60.0225+0.7504i	-131.8622+0.7504i
0.8542	-68.6499+0.7504i	-87.3472+0.7504i	-71.0880+0.7504i	-102.3358+0.7504i	-65.9333+0.7504i	-114.8479+0.7504i	-60.1216+0.7504i	-122.4343+0.7504i
